Date,EURO,GBP,JPY,CNY,MSCI_USA,VIX,S&P,Natural_Gas,Brent_Oil,Heating_Oil,Crude_Oil,Silver,Gold,GSCI_Precious_Metal,CAC40,DAX,Dow_Jones,FTSE_100,FTSE_MIB,Nikkei_225,SHCOMP,BTC,ETH,XRP,LTC,DOGE,EURO_expected_return,EURO_abnormal_return,EURO_CAR,GBP_expected_return,GBP_abnormal_return,GBP_CAR,JPY_expected_return,JPY_abnormal_return,JPY_CAR,CNY_expected_return,CNY_abnormal_return,CNY_CAR,MSCI_USA_expected_return,MSCI_USA_abnormal_return,MSCI_USA_CAR,VIX_expected_return,VIX_abnormal_return,VIX_CAR,Natural_Gas_expected_return,Natural_Gas_abnormal_return,Natural_Gas_CAR,Brent_Oil_expected_return,Brent_Oil_abnormal_return,Brent_Oil_CAR,Heating_Oil_expected_return,Heating_Oil_abnormal_return,Heating_Oil_CAR,Crude_Oil_expected_return,Crude_Oil_abnormal_return,Crude_Oil_CAR,Silver_expected_return,Silver_abnormal_return,Silver_CAR,Gold_expected_return,Gold_abnormal_return,Gold_CAR,GSCI_Precious_Metal_expected_return,GSCI_Precious_Metal_abnormal_return,GSCI_Precious_Metal_CAR,CAC40_expected_return,CAC40_abnormal_return,CAC40_CAR,DAX_expected_return,DAX_abnormal_return,DAX_CAR,Dow_Jones_expected_return,Dow_Jones_abnormal_return,Dow_Jones_CAR,FTSE_100_expected_return,FTSE_100_abnormal_return,FTSE_100_CAR,FTSE_MIB_expected_return,FTSE_MIB_abnormal_return,FTSE_MIB_CAR,Nikkei_225_expected_return,Nikkei_225_abnormal_return,Nikkei_225_CAR,SHCOMP_expected_return,SHCOMP_abnormal_return,SHCOMP_CAR,BTC_expected_return,BTC_abnormal_return,BTC_CAR,ETH_expected_return,ETH_abnormal_return,ETH_CAR,XRP_expected_return,XRP_abnormal_return,XRP_CAR,LTC_expected_return,LTC_abnormal_return,LTC_CAR,DOGE_expected_return,DOGE_abnormal_return,DOGE_CAR,Aggregate_AR,Aggregate_CAR,CAR_days,EURO_AR_t_stat,EURO_AR_p_value,EURO_CAR_t_stat,EURO_CAR_p_value,GBP_AR_t_stat,GBP_AR_p_value,GBP_CAR_t_stat,GBP_CAR_p_value,JPY_AR_t_stat,JPY_AR_p_value,JPY_CAR_t_stat,JPY_CAR_p_value,CNY_AR_t_stat,CNY_AR_p_value,CNY_CAR_t_stat,CNY_CAR_p_value,MSCI_USA_AR_t_stat,MSCI_USA_AR_p_value,MSCI_USA_CAR_t_stat,MSCI_USA_CAR_p_value,VIX_AR_t_stat,VIX_AR_p_value,VIX_CAR_t_stat,VIX_CAR_p_value,Natural_Gas_AR_t_stat,Natural_Gas_AR_p_value,Natural_Gas_CAR_t_stat,Natural_Gas_CAR_p_value,Brent_Oil_AR_t_stat,Brent_Oil_AR_p_value,Brent_Oil_CAR_t_stat,Brent_Oil_CAR_p_value,Heating_Oil_AR_t_stat,Heating_Oil_AR_p_value,Heating_Oil_CAR_t_stat,Heating_Oil_CAR_p_value,Crude_Oil_AR_t_stat,Crude_Oil_AR_p_value,Crude_Oil_CAR_t_stat,Crude_Oil_CAR_p_value,Silver_AR_t_stat,Silver_AR_p_value,Silver_CAR_t_stat,Silver_CAR_p_value,Gold_AR_t_stat,Gold_AR_p_value,Gold_CAR_t_stat,Gold_CAR_p_value,GSCI_Precious_Metal_AR_t_stat,GSCI_Precious_Metal_AR_p_value,GSCI_Precious_Metal_CAR_t_stat,GSCI_Precious_Metal_CAR_p_value,CAC40_AR_t_stat,CAC40_AR_p_value,CAC40_CAR_t_stat,CAC40_CAR_p_value,DAX_AR_t_stat,DAX_AR_p_value,DAX_CAR_t_stat,DAX_CAR_p_value,Dow_Jones_AR_t_stat,Dow_Jones_AR_p_value,Dow_Jones_CAR_t_stat,Dow_Jones_CAR_p_value,FTSE_100_AR_t_stat,FTSE_100_AR_p_value,FTSE_100_CAR_t_stat,FTSE_100_CAR_p_value,FTSE_MIB_AR_t_stat,FTSE_MIB_AR_p_value,FTSE_MIB_CAR_t_stat,FTSE_MIB_CAR_p_value,Nikkei_225_AR_t_stat,Nikkei_225_AR_p_value,Nikkei_225_CAR_t_stat,Nikkei_225_CAR_p_value,SHCOMP_AR_t_stat,SHCOMP_AR_p_value,SHCOMP_CAR_t_stat,SHCOMP_CAR_p_value,BTC_AR_t_stat,BTC_AR_p_value,BTC_CAR_t_stat,BTC_CAR_p_value,ETH_AR_t_stat,ETH_AR_p_value,ETH_CAR_t_stat,ETH_CAR_p_value,XRP_AR_t_stat,XRP_AR_p_value,XRP_CAR_t_stat,XRP_CAR_p_value,LTC_AR_t_stat,LTC_AR_p_value,LTC_CAR_t_stat,LTC_CAR_p_value,DOGE_AR_t_stat,DOGE_AR_p_value,DOGE_CAR_t_stat,DOGE_CAR_p_value,Aggregate_AR_t,Aggregate_AR_p,Aggregate_CAR_t,Aggregate_CAR_p
2024-09-23,-0.6,-0.49,-0.27,-0.27,0.25,-3.15,0.25,-2.21,1.72,1.78,178,4.33,0.93,1.22,1.28,0.81,0.2,0.28,0.6,0.57,4.15,1.46,0.18,1.09,-0.4,1.56,0.04526516500556137,-0.6452651650055613,,-0.005600107391964232,-0.48439989260803573,,0.19472809560076487,-0.4647280956007649,,0.005778564344772037,-0.27577856434477205,,0.25610068544564923,-0.006100685445649234,,-0.45458651354179747,-2.6954134864582024,,0.36385257713318253,-2.5738525771331826,,-0.048471308264249946,1.76847130826425,,-0.04953733788470696,1.829537337884707,,-4.953733788470698,182.9537337884707,,0.5862265422527109,3.743773457747289,,0.276929411700245,0.6530705882997551,,0.2898883890657447,0.9301116109342553,,0.08477598365012137,1.1952240163498786,,0.21075683938874246,0.5992431606112576,,0.15165011040551424,0.04834988959448577,,-0.002196713586727246,0.28219671358672727,,0.14555715060627142,0.4544428493937286,,0.19676372124114427,0.3732362787588557,,0.5582816737804711,3.5917183262195294,,0.7235452498232964,0.7364547501767036,,0.41089469560405234,-0.23089469560405235,,-0.20504484710343052,1.2950448471034306,,0.4349084154754011,-0.8349084154754012,,1.3481655699171,0.21183443008290004,,7.402119299069339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,0.41,0.67,1.08,0.0,-0.19,0.13,-0.19,0.93,-2.27,-1.01,-101,-1.27,0.29,0.15,-0.5,-0.35,-0.7,-0.17,-0.12,-0.19,1.16,-1.71,-2.72,-1.33,-0.2,-1.1,0.11143108844900323,0.29856891155099674,,0.116417956279464,0.5535820437205361,,0.18947393183945427,0.8905260681605458,,0.014817118012286232,-0.014817118012286232,,-0.1855731712575461,-0.004426828742453898,,3.3202160060242414,-3.1902160060242415,,0.7397320942123878,0.1902679057876122,,0.2602186217380107,-2.530218621738011,,0.3180007775673719,-1.328000777567372,,31.80007775673718,-132.80007775673718,,0.3194168864096517,-1.5894168864096518,,0.27006700801175504,0.01993299198824494,,0.255804561871517,-0.10580456187151702,,-0.2164301748549863,-0.2835698251450137,,-0.0565903289581669,-0.2934096710418331,,-0.19955058082900975,-0.5004494191709902,,-0.0893129415654785,-0.08068705843452151,,-0.06662674884168907,-0.05337325115831093,,0.28485172738354536,-0.47485172738354536,,0.4159964118505652,0.7440035881494347,,0.12395759875570173,-1.8339575987557017,,-0.5599242681778409,-2.1600757318221593,,-0.8760684130645613,-0.4539315869354388,,-0.014952968370589098,-0.1850470316294109,,0.47269417565351757,-1.5726941756535178,,-5.644544004802914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,-0.38,-0.68,0.03,-0.3,0.4,-0.26,0.4,-2.27,-2.53,-1.1,-110,1.02,0.36,0.44,2.33,1.58,0.62,0.2,1.68,2.79,3.61,3.2,2.0,1.23,3.01,8.84,0.022708600195297093,-0.4027086001952971,,-0.04719717455267841,-0.6328028254473217,,0.19651928779212077,-0.16651928779212077,,0.0026972392308467433,-0.30269723923084674,,0.4066713184126477,-0.0066713184126476754,,-1.7414510088484016,1.4814510088484016,,0.23571183267436252,-2.5057118326743626,,-0.15370651167411153,-2.376293488325888,,-0.1748344226979157,-0.9251655773020844,,-17.483442269791567,-92.51655773020843,,0.6771843794719355,0.34281562052806447,,0.2792688675031393,0.0807311324968607,,0.3015078756092314,0.13849212439076858,,0.18745990132231719,2.142540098677683,,0.301897919507007,1.278102080492993,,0.2713776187809202,0.3486223812190798,,0.02750200049693796,0.17249799950306205,,0.2178925708726216,1.4621074291273783,,0.1667337191471439,2.623266280852856,,0.6067880130747573,3.0032119869252427,,0.9279501308690673,2.272049869130933,,0.7418557059842433,1.2581442940157568,,0.023713186746954995,1.2062868132530449,,0.5882702508774432,2.4217297491225565,,1.6466217270524124,7.193378272947587,,-2.7849884906944897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,0.11,0.3,-1.8,0.01,-0.12,10.34,-0.13,20.01,0.53,-0.07,-7,-1.18,-0.52,-1.05,0.64,1.34,0.33,0.43,0.92,2.32,2.88,0.92,2.37,-0.32,3.72,4.6,0.10240846252489752,0.0075915374751024806,,0.09977912941517833,0.20022087058482166,,0.1901904087159966,-1.9901904087159967,,0.013584587966716114,-0.0035845879667161136,,-0.12534491807074674,0.005344918070746746,,2.8054702079015996,7.5345297920984,,0.6884757964288599,19.32152420357114,,0.2181245403740661,0.31187545962593394,,0.2678819436420884,-0.3378819436420884,,26.788194364208834,-33.788194364208834,,0.3558000212973416,-1.5358000212973415,,0.27100279033291275,-0.7910027903329128,,0.2604523564889117,-1.3104523564889117,,-0.175356607786108,0.8153566077861081,,-0.020133896910861093,1.3601338969108612,,-0.1516595774788474,0.4816595774788474,,-0.07743345593201242,0.5074334559320124,,-0.037692580735148994,0.9576925807351491,,0.2728397265459452,2.047160273454055,,0.4353989475682796,2.4446010524317203,,0.20571955117401008,0.71428044882599,,-0.4275398640257646,2.7975398640257647,,-0.7845651995244071,0.46456519952440706,,0.046391765790227746,3.6736082342097722,,0.5920766385076425,4.007923361492357,,0.3036898023684766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,0.27,-0.03,1.01,0.09,0.4,-1.36,0.42,1.24,-0.29,0.14,14,-1.13,-0.32,-0.4,-2.0,-0.73,0.04,-1.01,-1.73,-4.8,8.06,-3.46,-2.04,-4.63,-3.46,-8.16,0.019701058220595202,0.2502989417794048,,-0.05274345017410695,0.02274345017410695,,0.1967581134176349,0.8132418865823651,,0.0022863958823233724,0.08771360411767662,,0.4267474028082474,-0.02674740280824739,,-1.9130329415559486,0.5530329415559485,,0.21862640007985323,1.0213735999201468,,-0.16773787212875974,-0.12226212787124024,,-0.19154070067301013,0.3315407006730101,,-19.154070067301014,33.154070067301014,,0.6893120911011655,-1.8193120911011653,,0.27958079494352517,-0.5995807949435252,,0.30305714048169635,-0.7030571404816963,,0.2011510903452766,-2.2011510903452765,,0.3140500635227756,-1.0440500635227756,,0.28734128656430763,-0.24734128656430762,,0.03146182904142664,-1.0414618290414266,,0.2275372935748016,-1.9575372935748017,,0.16272971886794385,-4.962729718867943,,0.613255524980662,7.446744475019338,,0.9552041150085033,-4.415204115008503,,0.785983840701602,-2.825983840701602,,0.05421425792700629,-4.684214257927006,,0.6087184955977154,-4.068718495597715,,1.6864158813371206,-9.846415881337121,,0.11980739374725563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.59,0.71,-0.04,0.0,-0.92,15.12,-0.93,-1.7,2.49,1.51,151,0.9,1.16,1.14,-0.81,-0.75,-0.41,0.48,-1.04,1.93,0.0,-3.95,-5.91,-2.38,-5.16,-6.5,0.22271014151297364,0.36728985848702633,,0.32163015427232056,0.3883698457276794,,0.18063738369543184,-0.22063738369543184,,0.03001832190765101,-0.03001832190765101,,-0.9283882938947384,0.008388293894738386,,9.668747516203489,5.451252483796511,,1.3718931002092334,-3.071893100209233,,0.7793789585599946,1.7106210414400056,,0.9361330626458682,0.5738669373541319,,93.61330626458681,57.38669373541319,,-0.1293084438718568,1.029308443871857,,0.25852569271747655,0.9014743072825233,,0.19848176159031589,0.9415182384096841,,-0.7230041687044856,-0.08699583129551447,,-0.5062196575416055,-0.24378034245839453,,-0.7902062888143455,0.38020628881434554,,-0.23582659771156017,0.7158265977115601,,-0.42348148882234987,-0.6165185111776501,,0.4329997377139472,1.4970002622860528,,0.176698471332087,-0.176698471332087,,-0.8844398144034349,-3.0655601855965653,,-2.1926652527201163,-3.717334747279884,,-2.004608046726463,-0.375391953273537,,-0.7715380230206637,-4.388461976979336,,-0.9996895328806895,-5.50031046711931,,1.9176236554678734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,0.21,0.12,2.02,0.0,0.02,-1.87,0.01,0.27,0.46,0.43,43,0.56,-0.76,-0.65,0.05,-0.26,0.09,0.17,-0.28,-2.18,0.0,-0.31,-3.43,-9.7,-0.75,-2.13,0.0813556687019842,0.12864433129801578,,0.06095520006517844,0.059044799934821555,,0.19186218809459546,1.8281378119054046,,0.010708684527052507,-0.010708684527052507,,0.015187672698451792,0.004812327301548208,,1.6043966789487691,-3.4743966789487692,,0.5688777682672945,-0.2988777682672945,,0.1199050171915286,0.3400949828084714,,0.15093799781642694,0.279062002183573,,15.09379978164269,27.90620021835731,,0.44069400270195136,0.1193059972980487,,0.2731862824156141,-1.0331862824156142,,0.27129721059616596,-0.921297210596166,,-0.07951828462539191,0.12951828462539192,,0.06493111119951916,-0.3249311111995192,,-0.039913902995135205,0.1299139029951352,,-0.04971465612059157,0.21971465612059157,,0.029820478180111163,-0.3098204781801112,,0.24481172459154485,-2.424811724591545,,0.48067153090961334,-0.48067153090961334,,0.39649744015006294,-0.706497440150063,,-0.1186429210042531,-3.311357078995747,,-0.5710577012640473,-9.128942298735952,,0.18952947883213372,-0.9395294788321338,,0.8706357185006005,-3.0006357185006003,,0.18379945499915884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-02,0.13,1.1,0.31,0.0,-0.16,8.41,-0.17,2.18,5.03,4.94,494,1.7,0.35,0.48,-1.32,-0.87,-0.44,-0.1,-1.5,1.97,0.0,0.17,-0.67,-3.21,0.8,0.43,0.10842354647430133,0.021576453525698674,,0.11087168065803545,0.9891283193419647,,0.18971275746496838,0.12028724253503162,,0.014406274663762857,-0.014406274663762857,,-0.16549708686194634,0.005497086861946332,,3.1486340733166944,5.261365926683306,,0.7226466616178786,1.4573533383821216,,0.2461872612833625,4.783812738716637,,0.3012944995922774,4.638705500407723,,30.129449959227735,463.8705500407723,,0.3315445980388817,1.3684554019611181,,0.270378935452141,0.079621064547859,,0.2573538267439819,0.2226461732560181,,-0.20273898583202687,-1.117261014167973,,-0.044438184942398304,-0.8255618150576017,,-0.1835869130456223,-0.2564130869543777,,-0.0853531130209898,-0.014646886979010204,,-0.05698202613950904,-1.443017973860491,,0.2808477271043453,1.6891522728956547,,0.42246392375647,-0.42246392375647,,0.15121158289513784,0.018788417104862176,,-0.5157961334604821,-0.1542038665395179,,-0.8455673418845098,-2.36443265811549,,0.005495276349683165,0.7945047236503169,,0.5124883299382259,-0.08248832993822591,,18.408713418100373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-03,0.49,0.01,1.22,0.0,0.93,-6.25,0.9,-1.9,0.55,0.89,89,-0.22,-0.43,-0.41,0.85,0.67,0.81,-0.02,1.28,0.22,0.0,2.19,2.76,2.33,2.36,4.11,-0.05247994917225049,0.5424799491722505,,-0.1858540650883923,0.19585406508839232,,0.20248992842997376,1.0175100715700263,,-0.007573844482237567,0.007573844482237567,,0.9085734283026424,0.02142657169735762,,-6.030999326537082,-0.21900067346291774,,-0.19142398218837087,-1.708576017811629,,-0.5044905230403168,1.0544905230403168,,-0.5924913720752779,1.482491372075278,,-59.2491372075278,148.2491372075278,,0.9803771702026846,-1.2003771702026846,,0.28706705351278694,-0.717067053512787,,0.3402394974208538,-0.7502394974208537,,0.5297396268963033,0.3202603731036967,,0.6057015199012221,0.06429848009877792,,0.6704693133656066,0.1395306866343935,,0.12649771410915528,-0.14649771410915527,,0.45901063842712214,0.8209893615728778,,0.0666337121671427,0.1533662878328573,,0.7684758107223777,-0.7684758107223777,,1.6092997343549704,0.5807002656450295,,1.8450590739182129,0.9149409260817869,,0.7862399662482399,1.5437600337517603,,1.0994763688842504,1.2605236311157495,,2.64147558417012,1.4685244158298802,,5.935677851118388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,0.01,0.29,-0.36,0.0,-0.94,17.86,-0.96,-2.63,3.69,3.48,348,-1.2,-0.08,-0.17,0.46,-0.16,-0.94,0.28,0.66,1.8,0.0,-0.91,-0.72,-0.84,-3.45,-2.78,0.22722145447502648,-0.21722145447502647,,0.3299495677044634,-0.039949567704463396,,0.18027914525716066,-0.5402791452571607,,0.030634586930436067,-0.030634586930436067,,-0.9585024204881379,0.018502420488137994,,9.926120415264808,7.933879584735191,,1.3975212491009972,-4.027521249100997,,0.8004259992419669,2.8895740007580333,,0.9611924796085098,2.51880752039149,,96.11924796085097,251.88075203914903,,-0.14750001131570167,-1.0524999886842983,,0.25805780155689767,-0.3380578015568977,,0.19615786428161852,-0.36615786428161856,,-0.7435409522389247,1.2035409522389247,,-0.5244478735652582,0.3644478735652582,,-0.8141517904894267,-0.1258482095105733,,-0.24176634052829316,0.5217663405282932,,-0.4379485728756199,1.09794857287562,,0.43900573813274724,1.3609942618672528,,0.16699720347322983,-0.16699720347322983,,-0.9253207906125889,0.015320790612588842,,-2.2588574547961544,1.5388574547961544,,-2.05035965349654,1.21035965349654,,-0.802210390101072,-2.647789609898928,,-1.0593807643077517,-1.720619235692248,,10.049275982651409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,-0.05,-0.14,0.01,0.6,0.95,-5.39,0.97,-0.59,-4.63,-4.01,-401,-4.39,-1.15,-1.44,-0.72,-0.12,0.3,-1.36,-0.24,-1.0,4.59,-0.14,0.75,0.38,1.49,-1.23,-0.06300634608370712,0.013006346083707113,,-0.20526602976339225,0.06526602976339224,,0.2033258181192732,-0.19332581811927319,,-0.009011796202069369,0.6090117962020694,,0.9788397236872416,-0.028839723687241636,,-6.631536091013497,1.2415360910134972,,-0.25122299626915345,-0.3387770037308465,,-0.5536002846315855,-4.076399715368415,,-0.6509633449881086,-3.359036655011891,,-65.09633449881086,-335.90366550118915,,1.0228241609049893,-5.412824160904989,,0.2881587995541376,-1.4381587995541376,,0.34566192447448096,-1.785661924474481,,0.5776587884766612,-1.297658788476661,,0.6482340239564123,-0.7682340239564123,,0.7263421506074625,-0.42634215060746256,,0.14035711401486572,-1.5003571140148657,,0.4927671678847522,-0.7327671678847523,,0.05261971118994255,-1.0526197111899425,,0.7911121023930445,3.7988878976069556,,1.7046886788429967,-1.8446886788429966,,1.9995075454289686,-1.2495075454289686,,0.8929937153784197,-0.5129937153784196,,1.1710452254052033,0.3189547745947967,,2.780755124166599,-4.010755124166598,,-13.841767322566275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,0.4,0.26,0.74,0.29,0.72,-2.61,0.71,-2.59,-0.78,-1.0,-100,0.23,-0.36,-0.31,0.52,0.95,1.03,0.65,0.59,0.87,-6.62,-2.46,-2.9,-1.27,-1.7,0.74,-0.023908300412582392,0.42390830041258243,,-0.133164446684821,0.393164446684821,,0.20022108498758964,0.5397789150124104,,-0.003670832671265528,0.2936708326712655,,0.7178506265444443,0.0021493734555556587,,-4.400970965815383,1.7909709658153834,,-0.029112372540532117,-2.5608876274594676,,-0.3711925987211588,-0.40880740127884124,,-0.43378173131188025,-0.5662182686881198,,-43.37817313118803,-56.62182686881197,,0.8651639097249999,-0.6351639097249999,,0.2841037428291208,-0.6441037428291208,,0.3255214811324373,-0.6355214811324372,,0.3996733311781885,0.12032666882181153,,0.4902561517514204,0.45974384824857956,,0.5188144694234257,0.5111855305765743,,0.08887934293651269,0.5611206570634873,,0.36738577275641193,0.22261422724358804,,0.10467171481954315,0.7653282851804568,,0.7070344476162819,-7.327034447616282,,1.350386885030327,-3.810386885030327,,1.4258417941033041,-4.3258417941033045,,0.49647979003775145,-1.7664797900377516,,0.9052180440416635,-2.6052180440416635,,2.263431118465391,-1.523431118465391,,-2.9748830510781987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,0.03,0.08,-0.49,-0.01,-0.18,0.34,-0.21,-0.45,3.68,3.26,326,1.86,0.51,0.62,-0.24,-0.28,-0.14,-0.07,0.43,0.26,1.32,-0.52,0.64,1.14,-0.44,-1.76,0.11443863042370513,-0.08443863042370513,,0.12196423190089255,-0.041964231900892546,,0.18923510621394013,-0.6792351062139401,,0.015227961360809603,-0.025227961360809605,,-0.20564925565314587,0.02564925565314588,,3.4917979387317883,-3.1517979387317885,,0.7568175268068972,-1.2068175268068972,,0.27424998219265895,3.405750017807341,,0.3347070555424664,2.9252929444575333,,33.47070555424663,292.52929444575335,,0.3072891747804218,1.5527108252195783,,0.26975508057136915,0.24024491942863085,,0.25425529699905214,0.36574470300094786,,-0.23012136387794574,-0.009878636122054252,,-0.0687424729739355,-0.21125752702606454,,-0.2155142486123972,0.0755142486123972,,-0.09327277010996718,0.023272770109967172,,-0.07627147154386907,0.5062714715438691,,0.28885572766274537,-0.028855727662745356,,0.4095288999446604,0.9104711000553396,,0.09670361461626564,-0.6167036146162657,,-0.6040524028951997,1.2440524028951998,,-0.9065694842446126,2.0465694842446123,,-0.03540121309086136,-0.40459878690913864,,0.4329000213688093,-2.1929000213688092,,11.430660110755339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,-0.02,-0.07,0.38,-0.18,0.64,-2.25,0.61,-1.77,-0.45,-0.27,-27,1.65,1.41,1.42,0.48,0.77,0.97,0.19,0.68,0.57,-2.55,3.62,2.15,1.56,1.96,4.46,-0.008870590539072881,-0.01112940946092712,,-0.10543306857767823,0.03543306857767822,,0.19902695686001903,0.18097304313998097,,-0.0016166159286486667,-0.17838338407135132,,0.6174702045664454,0.0225297954335546,,-3.543061302277647,1.2930613022776472,,0.056314790432014594,-1.8263147904320145,,-0.3010357964479177,-0.14896420355208229,,-0.35025034143640776,0.08025034143640775,,-35.02503414364078,8.02503414364078,,0.8045253515788502,0.8454746484211497,,0.2825441056271913,1.1274558943728086,,0.3177751567701128,1.1022248432298871,,0.33121738606339124,0.14878261393660874,,0.42949543167257737,0.34050456832742265,,0.43899613050648845,0.5310038694935115,,0.06908020021406923,0.12091979978593077,,0.31916215924551183,0.3608378407544882,,0.12469171621554341,0.4453082837844565,,0.6746968880867579,-3.2246968880867577,,1.2141169643331464,2.4058830356668537,,1.2052011205165103,0.9447988794834896,,0.3439744341374946,1.2160255658625054,,0.802976820440302,1.157023179559698,,2.0644603470418494,2.3955396529581505,,0.6688298344053798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-13,0.26,0.07,0.42,0.29,0.76,-3.71,0.77,-3.84,-2.0,-2.88,-288,-1.38,-0.4,-0.49,0.32,0.73,0.47,0.47,1.09,0.0,2.07,5.11,6.55,3.09,3.14,4.77,-0.03293092633668811,0.2929309263366881,,-0.1498032735491067,0.2198032735491067,,0.200937561864132,0.21906243813586798,,-0.004903362716835646,0.29490336271683565,,0.7780788797312438,-0.01807887973124378,,-4.9157167639380255,1.2057167639380255,,-0.08036867032406014,-3.7596313296759396,,-0.4132866800851035,-1.5867133199148964,,-0.48390056523716374,-2.396099434762836,,-48.390056523716375,-239.60994347628363,,0.9015470446126899,-2.2815470446126898,,0.2850395251502785,-0.6850395251502785,,0.330169275749832,-0.820169275749832,,0.4407468982470668,-0.1207468982470668,,0.5267125837987262,0.20328741620127377,,0.5667054727735881,-0.0967054727735881,,0.1007588285699788,0.36924117143002116,,0.39631994086295197,0.6936800591370481,,0.092659713981943,-0.092659713981943,,0.7264369833339963,1.3435630166660035,,1.4321488374486355,3.677851162551365,,1.558226198255381,4.991773801744619,,0.5879830035779058,2.502016996422094,,0.9665627782024804,2.1734372217975197,,2.3828135813195157,2.387186418680484,,-8.880495397752961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
